X,Y,START_YR,END_YR,S_PER,E_PER,S_DAY,E_DAY,Flow_m3d
482157,2152446,1984,1985,11,12,304,334,-2745
480945,2151587,1984,1985,11,12,304,334,-3249
482650,2152058,1984,1985,11,12,304,334,-3063
481957,2152026,1984,1985,11,12,304,334,-5507
482283,2154851,1984,1985,11,12,304,334,-173
482419,2154039,1984,1985,11,12,304,334,-2115
482304,2153389,1984,1985,11,12,304,334,-1123
479198,2154207,1984,1985,11,12,304,334,-1551
478144,2155925,1984,1985,11,12,304,334,-1853
483605,2152928,1984,1985,11,12,304,334,-3959
478144,2155181,1984,1985,11,12,304,334,-3775
478895,2155313,1984,1985,11,12,304,334,-5511
478946,2154626,1984,1985,11,12,304,334,-1119
478781,2155913,1984,1985,11,12,304,334,-2844
478540,2153210,1984,1985,11,12,304,334,-3007
478126,2154207,1984,1985,11,12,304,334,-1041
477447,2154531,1984,1985,11,12,304,334,-2121
484108,2153620,1984,1985,11,12,304,334,-3199
479576,2155276,1984,1985,11,12,304,334,-3336
484606,2150489,1984,1985,11,12,304,334,-4506
487773,2146810,1984,1985,11,12,304,334,-1539
481862,2140960,1984,1985,11,12,304,334,-1148
483445,2136071,1984,1985,11,12,304,334,-1879
483553,2150442,1984,1985,11,12,304,334,-1395
480571,2145040,1984,1985,11,12,304,334,-2638
485190,2144841,1984,1985,11,12,304,334,-2319
485124,2145120,1984,1985,11,12,304,334,-3004
485377,2141715,1984,1985,11,12,304,334,-186
483287,2146238,1984,1985,11,12,304,334,-2134
480917,2139244,1984,1985,11,12,304,334,-3004
480411,2143138,1984,1985,11,12,304,334,-5416
481716,2140255,1984,1985,11,12,304,334,-1926
488461,2146452,1984,1985,11,12,304,334,-1583
480957,2145692,1984,1985,11,12,304,334,-1612
483850,2140451,1984,1985,11,12,304,334,-842
478852,2148058,1984,1985,11,12,304,334,-3130
480065,2145785,1984,1985,11,12,304,334,-1319
478706,2148642,1984,1985,11,12,304,334,-1189
478413,2148337,1984,1985,11,12,304,334,-1689
485226,2139758,1984,1985,11,12,304,334,-1732
483260,2139989,1984,1985,11,12,304,334,-3178
480690,2137954,1984,1985,11,12,304,334,-1417
487986,2144947,1984,1985,11,12,304,334,-2407
480327,2148642,1984,1985,11,12,304,334,-2931
483374,2135359,1984,1985,11,12,304,334,-3956
484551,2144735,1984,1985,11,12,304,334,-3346
485761,2140779,1984,1985,11,12,304,334,-3126
479959,2146530,1984,1985,11,12,304,334,-1319
480757,2138752,1984,1985,11,12,304,334,-4611
478175,2149700,1984,1985,11,12,304,334,-713
487547,2143777,1984,1985,11,12,304,334,-733
479963,2138791,1984,1985,11,12,304,334,-3484
478216,2137221,1984,1985,11,12,304,334,-1425
479233,2137630,1984,1985,11,12,304,334,-1472
479590,2136089,1984,1985,11,12,304,334,-2036
477965,2135930,1984,1985,11,12,304,334,-1620
476896,2135388,1984,1985,11,12,304,334,-1178
477155,2135188,1984,1985,11,12,304,334,-2356
481303,2145227,1984,1985,11,12,304,334,-5250
480823,2144109,1984,1985,11,12,304,334,-3442
480797,2141915,1984,1985,11,12,304,334,-4294
483898,2137741,1984,1985,11,12,304,334,-2905
483034,2142593,1984,1985,11,12,304,334,-1271
479224,2150276,1984,1985,11,12,304,334,-2991
478689,2150496,1984,1985,11,12,304,334,-5754
483778,2138641,1984,1985,11,12,304,334,-4396
481481,2149520,1984,1985,11,12,304,334,-3267
480760,2150404,1984,1985,11,12,304,334,-2740
480221,2151033,1984,1985,11,12,304,334,-1746
481776,2150834,1984,1985,11,12,304,334,-3370
480664,2144482,1984,1985,11,12,304,334,-3009
481622,2136504,1984,1985,11,12,304,334,-4103
485070,2143994,1984,1985,11,12,304,334,-1758
485274,2140695,1984,1985,11,12,304,334,-4822
485903,2144382,1984,1985,11,12,304,334,-4976
479642,2147289,1984,1985,11,12,304,334,-3549
485550,2142726,1984,1985,11,12,304,334,-1793
485111,2142220,1984,1985,11,12,304,334,-4302
483779,2141901,1984,1985,11,12,304,334,-1731
483060,2143897,1984,1985,11,12,304,334,-1718
482687,2138340,1984,1985,11,12,304,334,-4097
481901,2135103,1984,1985,11,12,304,334,-4681
477073,2150067,1984,1985,11,12,304,334,-1749
484686,2140946,1984,1985,11,12,304,334,-1195
481168,2151220,1984,1985,11,12,304,334,-297
484258,2143551,1984,1985,11,12,304,334,-7401
486349,2143484,1984,1985,11,12,304,334,-806
482187,2138640,1984,1985,11,12,304,334,-1298
484853,2136072,1984,1985,11,12,304,334,-1612
481404,2150143,1984,1985,11,12,304,334,-2073
481648,2151031,1984,1985,11,12,304,334,-6593
478238,2150738,1984,1985,11,12,304,334,-2643
477902,2150276,1984,1985,11,12,304,334,-2658
487813,2142061,1984,1985,11,12,304,334,-2202
487121,2145200,1984,1985,11,12,304,334,-1546
485843,2150447,1984,1985,11,12,304,334,-3397
498446,2140032,1984,1985,11,12,304,334,-2388
480210,2151387,1984,1985,11,12,304,334,-2317
478906,2138404,1984,1985,11,12,304,334,-4166
481343,2144628,1984,1985,11,12,304,334,-3040
487162,2141990,1984,1985,11,12,304,334,-5363
487094,2143085,1984,1985,11,12,304,334,-5565
480489,2134541,1984,1985,11,12,304,334,-4214
485383,2135593,1984,1985,11,12,304,334,-1535
485353,2136042,1984,1985,11,12,304,334,-3500
489804,2135343,1984,1985,11,12,304,334,-2497
481368,2134327,1984,1985,11,12,304,334,-1137
480015,2134312,1984,1985,11,12,304,334,-6441
479873,2134178,1984,1985,11,12,304,334,-4401
477696,2134789,1984,1985,11,12,304,334,-2196
482128,2135810,1984,1985,11,12,304,334,-2810
483719,2134751,1984,1985,11,12,304,334,-4311
483445,2136059,1984,1985,11,12,304,334,-6110
482587,2134705,1984,1985,11,12,304,334,-4157
483587,2135232,1984,1985,11,12,304,334,-3913
487365,2136808,1984,1985,11,12,304,334,-3612
480277,2137821,1984,1985,11,12,304,334,-5582
482186,2134254,1984,1985,11,12,304,334,-1206
483267,2136640,1984,1985,11,12,304,334,-6660
485577,2137590,1984,1985,11,12,304,334,-1827
485987,2137418,1984,1985,11,12,304,334,-2345
485357,2138170,1984,1985,11,12,304,334,-6147
486699,2140007,1984,1985,11,12,304,334,-2305
487793,2133865,1984,1985,11,12,304,334,-8442
485681,2132491,1984,1985,11,12,304,334,-3795
487314,2135852,1984,1985,11,12,304,334,-761
486679,2133212,1984,1985,11,12,304,334,-6347
487734,2132727,1984,1985,11,12,304,334,-6207
486893,2138915,1984,1985,11,12,304,334,-6546
485573,2136312,1984,1985,11,12,304,334,-2414
486493,2134490,1984,1985,11,12,304,334,-4242
484822,2133935,1984,1985,11,12,304,334,-5951
484272,2133665,1984,1985,11,12,304,334,-2332
483200,2133848,1984,1985,11,12,304,334,-731
484192,2132586,1984,1985,11,12,304,334,-2816
483602,2132446,1984,1985,11,12,304,334,-2181
486233,2131345,1984,1985,11,12,304,334,-4358
486333,2132216,1984,1985,11,12,304,334,-1751
488634,2132855,1984,1985,11,12,304,334,-1685
488153,2133115,1984,1985,11,12,304,334,-2848
486343,2136134,1984,1985,11,12,304,334,-6225
488083,2134134,1984,1985,11,12,304,334,-4567
489444,2134015,1984,1985,11,12,304,334,-7995
489484,2134564,1984,1985,11,12,304,334,-2283
488874,2136877,1984,1985,11,12,304,334,-6363
489138,2132973,1984,1985,11,12,304,334,-2131
493646,2134643,1984,1985,11,12,304,334,-5633
492327,2134822,1984,1985,11,12,304,334,-4301
493246,2135738,1984,1985,11,12,304,334,-2293
492660,2136245,1984,1985,11,12,304,334,-1377
481265,2133300,1984,1985,11,12,304,334,-2087
481103,2138473,1984,1985,11,12,304,334,-1792
482401,2131586,1984,1985,11,12,304,334,-3239
482632,2132332,1984,1985,11,12,304,334,-1205
480912,2132969,1984,1985,11,12,304,334,-3419
483430,2130663,1984,1985,11,12,304,334,-2166
483177,2130602,1984,1985,11,12,304,334,-5122
483552,2130452,1984,1985,11,12,304,334,-1878
483815,2130811,1984,1985,11,12,304,334,-2591
484339,2131154,1984,1985,11,12,304,334,-1971
485210,2132061,1984,1985,11,12,304,334,-912
484935,2131404,1984,1985,11,12,304,334,-1371
485856,2141928,1984,1985,11,12,304,334,-1225
484129,2130853,1984,1985,11,12,304,334,-3311
483792,2130536,1984,1985,11,12,304,334,-1804
481638,2133393,1984,1985,11,12,304,334,-4147
483072,2129627,1984,1985,11,12,304,334,-1984
480995,2131462,1984,1985,11,12,304,334,-375
486705,2123955,1984,1985,11,12,304,334,-1158
480443,2134197,1984,1985,11,12,304,334,-1123
479950,2133465,1984,1985,11,12,304,334,-3250
479688,2133363,1984,1985,11,12,304,334,-74
478437,2134424,1984,1985,11,12,304,334,-555
476178,2134095,1984,1985,11,12,304,334,-3021
483120,2131330,1984,1985,11,12,304,334,-2124
476778,2134389,1984,1985,11,12,304,334,-1476
476720,2134847,1984,1985,11,12,304,334,-1872
477814,2133790,1984,1985,11,12,304,334,-1849
482211,2130826,1984,1985,11,12,304,334,-2856
479896,2133084,1984,1985,11,12,304,334,-4172
485550,2142726,1984,1985,11,12,304,334,-1462
486562,2130782,1984,1985,11,12,304,334,-2526
487133,2129237,1984,1985,11,12,304,334,-4911
487635,2129008,1984,1985,11,12,304,334,-2020
487975,2128974,1984,1985,11,12,304,334,-10400
488178,2127972,1984,1985,11,12,304,334,-12400
489421,2127836,1984,1985,11,12,304,334,-5556
487085,2126212,1984,1985,11,12,304,334,-5141
486650,2126527,1984,1985,11,12,304,334,-2172
488882,2127217,1984,1985,11,12,304,334,-8865
487111,2126517,1984,1985,11,12,304,334,-2679
489958,2126538,1984,1985,11,12,304,334,-2027
486666,2126212,1984,1985,11,12,304,334,-1857
489992,2126177,1984,1985,11,12,304,334,-3113
490912,2126096,1984,1985,11,12,304,334,-1728
492891,2126808,1984,1985,11,12,304,334,-5546
488261,2127516,1984,1985,11,12,304,334,-5011
486026,2130803,1984,1985,11,12,304,334,-4996
485222,2130406,1984,1985,11,12,304,334,-2576
496467,2128172,1984,1985,11,12,304,334,-2751
493006,2128467,1984,1985,11,12,304,334,-1882
492890,2127862,1984,1985,11,12,304,334,-1086
497615,2129035,1984,1985,11,12,304,334,-5723
497036,2129582,1984,1985,11,12,304,334,-1768
497315,2129600,1984,1985,11,12,304,334,-4199
497439,2129597,1984,1985,11,12,304,334,-4144
496647,2129289,1984,1985,11,12,304,334,-6444
496435,2128999,1984,1985,11,12,304,334,-5537
496048,2129025,1984,1985,11,12,304,334,-8399
495713,2128981,1984,1985,11,12,304,334,-13448
495413,2128559,1984,1985,11,12,304,334,-6009
495360,2128726,1984,1985,11,12,304,334,-8086
494961,2128603,1984,1985,11,12,304,334,-6429
492704,2128176,1984,1985,11,12,304,334,-3475
492917,2128568,1984,1985,11,12,304,334,-9158
492829,2128339,1984,1985,11,12,304,334,-9876
491807,2127960,1984,1985,11,12,304,334,-3910
490706,2127793,1984,1985,11,12,304,334,-6655
496162,2128409,1984,1985,11,12,304,334,-2172
489528,2127154,1984,1985,11,12,304,334,-6661
489441,2127276,1984,1985,11,12,304,334,-1337
487902,2127087,1984,1985,11,12,304,334,-2285
492715,2127316,1984,1985,11,12,304,334,-2679
492727,2127595,1984,1985,11,12,304,334,-435
486440,2128685,1984,1985,11,12,304,334,-5213
484817,2130992,1984,1985,11,12,304,334,-1724
484526,2130414,1984,1985,11,12,304,334,-1520
485444,2131291,1984,1985,11,12,304,334,-4143
485285,2131689,1984,1985,11,12,304,334,-6494
487741,2125198,1984,1985,11,12,304,334,-759
497979,2128002,1984,1985,11,12,304,334,-1884
498560,2127688,1984,1985,11,12,304,334,-3257
499305,2127979,1984,1985,11,12,304,334,-2737
499028,2127046,1984,1985,11,12,304,334,-6369
499184,2127397,1984,1985,11,12,304,334,-3107
498387,2122183,1984,1985,11,12,304,334,-5939
498543,2122563,1984,1985,11,12,304,334,-4147
500132,2122660,1984,1985,11,12,304,334,-5748
499460,2123283,1984,1985,11,12,304,334,-5049
498704,2122951,1984,1985,11,12,304,334,-3342
498012,2128664,1984,1985,11,12,304,334,-3573
498497,2128189,1984,1985,11,12,304,334,-2563
500626,2125033,1984,1985,11,12,304,334,-236
500747,2124403,1984,1985,11,12,304,334,-2074
501476,2124659,1984,1985,11,12,304,334,-4427
501597,2124497,1984,1985,11,12,304,334,-6689
502121,2124423,1984,1985,11,12,304,334,-6858
501779,2124406,1984,1985,11,12,304,334,-5594
502113,2124639,1984,1985,11,12,304,334,-4836
502326,2124457,1984,1985,11,12,304,334,-7329
502892,2124315,1984,1985,11,12,304,334,-5705
499862,2127969,1984,1985,11,12,304,334,-7721
499774,2128224,1984,1985,11,12,304,334,-778
499404,2128348,1984,1985,11,12,304,334,-9416
499184,2128488,1984,1985,11,12,304,334,-4442
498855,2128500,1984,1985,11,12,304,334,-7301
498541,2128735,1984,1985,11,12,304,334,-5282
498153,2128420,1984,1985,11,12,304,334,-10874
498224,2129148,1984,1985,11,12,304,334,-7504
485473,2137437,1984,1985,11,12,304,334,-1364
485605,2137177,1984,1985,11,12,304,334,-1867
483454,2134623,1984,1985,11,12,304,334,-1961
485612,2137181,1984,1985,11,12,304,334,-1793
491659,2135219,1984,1985,11,12,304,334,-1447
486470,2136519,1984,1985,11,12,304,334,-5939
486840,2136193,1984,1985,11,12,304,334,-2388
487154,2136372,1984,1985,11,12,304,334,-3394
485917,2137244,1984,1985,11,12,304,334,-1111
486172,2136994,1984,1985,11,12,304,334,-1880
486360,2136858,1984,1985,11,12,304,334,-4229
486540,2136732,1984,1985,11,12,304,334,-2461
486733,2136560,1984,1985,11,12,304,334,-3803
486837,2136442,1984,1985,11,12,304,334,-2138
487554,2136262,1984,1985,11,12,304,334,-4524
486157,2137340,1984,1985,11,12,304,334,-1188
486172,2136994,1984,1985,11,12,304,334,-2589
486633,2136909,1984,1985,11,12,304,334,-85
486880,2136614,1984,1985,11,12,304,334,-6310
488128,2138076,1984,1985,11,12,304,334,-2206
492311,2136377,1984,1985,11,12,304,334,-1358
493239,2137267,1984,1985,11,12,304,334,-1188
487154,2136372,1984,1985,11,12,304,334,-3988
490524,2145198,1984,1985,11,12,304,334,-3282
490215,2136947,1984,1985,11,12,304,334,-1814
488920,2141217,1984,1985,11,12,304,334,-3110
490429,2140629,1984,1985,11,12,304,334,-5731
489524,2140324,1984,1985,11,12,304,334,-4309
489024,2138895,1984,1985,11,12,304,334,-3455
492110,2138566,1984,1985,11,12,304,334,-1403
492185,2138296,1984,1985,11,12,304,334,-3504
491725,2138701,1984,1985,11,12,304,334,-3210
496929,2143163,1984,1985,11,12,304,334,-2274
496431,2141160,1984,1985,11,12,304,334,-5646
497573,2142887,1984,1985,11,12,304,334,-7278
495210,2141993,1984,1985,11,12,304,334,-3387
485811,2136521,1984,1985,11,12,304,334,-3853
497336,2141954,1984,1985,11,12,304,334,-2936
496897,2141745,1984,1985,11,12,304,334,-6665
496437,2142004,1984,1985,11,12,304,334,-7858
496509,2142463,1984,1985,11,12,304,334,-3708
492113,2140360,1984,1985,11,12,304,334,-1728
480042,2143331,1984,1985,11,12,304,334,-5364
487649,2141016,1984,1985,11,12,304,334,-1633
487114,2141384,1984,1985,11,12,304,334,-201
486789,2140914,1984,1985,11,12,304,334,-5842
487174,2140802,1984,1985,11,12,304,334,-1512
487191,2140016,1984,1985,11,12,304,334,-2589
496913,2138347,1984,1985,11,12,304,334,-5616
479826,2143897,1984,1985,11,12,304,334,-1547
477767,2140498,1984,1985,11,12,304,334,-2575
479819,2141143,1984,1985,11,12,304,334,-555
476811,2147687,1984,1985,11,12,304,334,-1578
479054,2141245,1984,1985,11,12,304,334,-2132
477978,2138211,1984,1985,11,12,304,334,-1205
479631,2143506,1984,1985,11,12,304,334,-1377
477108,2150026,1984,1985,11,12,304,334,-777
476723,2136300,1984,1985,11,12,304,334,-470
477689,2141301,1984,1985,11,12,304,334,-773
479760,2144819,1984,1985,11,12,304,334,-2583
478505,2144514,1984,1985,11,12,304,334,-2493
477626,2144350,1984,1985,11,12,304,334,-1289
475535,2138416,1984,1985,11,12,304,334,-1604
470953,2140338,1984,1985,11,12,304,334,-135
472181,2142453,1984,1985,11,12,304,334,-2033
478498,2156819,1984,1985,12,13,334,365,-1935
478008,2153563,1984,1985,12,13,334,365,-772
489319,2155129,1984,1985,12,13,334,365,-1807
483793,2154888,1984,1985,12,13,334,365,-2696
482776,2154783,1984,1985,12,13,334,365,-4080
482692,2154553,1984,1985,12,13,334,365,-2504
479219,2153704,1984,1985,12,13,334,365,-2585
480744,2154714,1984,1985,12,13,334,365,-3935
482973,2152823,1984,1985,12,13,334,365,-3238
480463,2157220,1984,1985,12,13,334,365,-5783
480945,2151587,1984,1985,12,13,334,365,-627
482650,2152058,1984,1985,12,13,334,365,-1283
484759,2153609,1984,1985,12,13,334,365,-1675
482283,2154851,1984,1985,12,13,334,365,-1899
482419,2154039,1984,1985,12,13,334,365,-3872
482304,2153389,1984,1985,12,13,334,365,-3786
482599,2159283,1984,1985,12,13,334,365,-5699
478144,2155925,1984,1985,12,13,334,365,-514
478144,2155181,1984,1985,12,13,334,365,-3080
478895,2155313,1984,1985,12,13,334,365,-3228
471527,2154972,1984,1985,12,13,334,365,-1122
478946,2154626,1984,1985,12,13,334,365,-2256
479995,2155926,1984,1985,12,13,334,365,-3578
478781,2155913,1984,1985,12,13,334,365,-3716
478540,2153210,1984,1985,12,13,334,365,-4846
478126,2154207,1984,1985,12,13,334,365,-2011
477447,2154531,1984,1985,12,13,334,365,-3086
484108,2153620,1984,1985,12,13,334,365,-2154
479576,2155276,1984,1985,12,13,334,365,-1148
484606,2150489,1984,1985,12,13,334,365,-2600
487773,2146810,1984,1985,12,13,334,365,-1787
481862,2140960,1984,1985,12,13,334,365,-2961
485124,2145120,1984,1985,12,13,334,365,-4647
485377,2141715,1984,1985,12,13,334,365,-2226
485104,2145574,1984,1985,12,13,334,365,-2961
479176,2139108,1984,1985,12,13,334,365,-5427
480917,2139244,1984,1985,12,13,334,365,-1589
480411,2143138,1984,1985,12,13,334,365,-666
481716,2140255,1984,1985,12,13,334,365,-3329
488461,2146452,1984,1985,12,13,334,365,-1300
489467,2146172,1984,1985,12,13,334,365,-1205
480957,2145692,1984,1985,12,13,334,365,-869
483850,2140451,1984,1985,12,13,334,365,-4189
478852,2148058,1984,1985,12,13,334,365,-1067
480065,2145785,1984,1985,12,13,334,365,-3168
478706,2148642,1984,1985,12,13,334,365,-1300
478413,2148337,1984,1985,12,13,334,365,-2606
485226,2139758,1984,1985,12,13,334,365,-3900
483260,2139989,1984,1985,12,13,334,365,-3366
480690,2137954,1984,1985,12,13,334,365,-3244
480327,2148642,1984,1985,12,13,334,365,-1495
483374,2135359,1984,1985,12,13,334,365,-3793
484551,2144735,1984,1985,12,13,334,365,-795
485761,2140779,1984,1985,12,13,334,365,-805
486699,2140007,1984,1985,12,13,334,365,-3382
479959,2146530,1984,1985,12,13,334,365,-1487
480757,2138752,1984,1985,12,13,334,365,-808
478175,2149700,1984,1985,12,13,334,365,-2590
487547,2143777,1984,1985,12,13,334,365,-515
479963,2138791,1984,1985,12,13,334,365,-1630
478216,2137221,1984,1985,12,13,334,365,-1161
479233,2137630,1984,1985,12,13,334,365,-2293
479590,2136089,1984,1985,12,13,334,365,-5271
477965,2135930,1984,1985,12,13,334,365,-3828
476896,2135388,1984,1985,12,13,334,365,-2894
477155,2135188,1984,1985,12,13,334,365,-690
481303,2145227,1984,1985,12,13,334,365,-3366
480823,2144109,1984,1985,12,13,334,365,-5766
480797,2141915,1984,1985,12,13,334,365,-4334
483898,2137741,1984,1985,12,13,334,365,-3270
483034,2142593,1984,1985,12,13,334,365,-3073
479224,2150276,1984,1985,12,13,334,365,-1606
478689,2150496,1984,1985,12,13,334,365,-3383
483778,2138641,1984,1985,12,13,334,365,-2402
481481,2149520,1984,1985,12,13,334,365,-1317
480760,2150404,1984,1985,12,13,334,365,-4045
480221,2151033,1984,1985,12,13,334,365,-1806
480664,2144482,1984,1985,12,13,334,365,-4262
481622,2136504,1984,1985,12,13,334,365,-4008
485070,2143994,1984,1985,12,13,334,365,-1950
480622,2143758,1984,1985,12,13,334,365,-1785
485274,2140695,1984,1985,12,13,334,365,-4262
485903,2144382,1984,1985,12,13,334,365,-1573
479642,2147289,1984,1985,12,13,334,365,-1697
485550,2142726,1984,1985,12,13,334,365,-5225
485111,2142220,1984,1985,12,13,334,365,-1764
483779,2141901,1984,1985,12,13,334,365,-5492
483060,2143897,1984,1985,12,13,334,365,-956
482687,2138340,1984,1985,12,13,334,365,-662
481901,2135103,1984,1985,12,13,334,365,-3492
477073,2150067,1984,1985,12,13,334,365,-795
484686,2140946,1984,1985,12,13,334,365,-407
481168,2151220,1984,1985,12,13,334,365,-1959
484258,2143551,1984,1985,12,13,334,365,-6746
486349,2143484,1984,1985,12,13,334,365,-2502
482187,2138640,1984,1985,12,13,334,365,-2791
484853,2136072,1984,1985,12,13,334,365,-1784
481404,2150143,1984,1985,12,13,334,365,-1535
478238,2150738,1984,1985,12,13,334,365,-3211
487813,2142061,1984,1985,12,13,334,365,-1594
487121,2145200,1984,1985,12,13,334,365,-2600
480791,2133270,1984,1985,12,13,334,365,-4117
485843,2150447,1984,1985,12,13,334,365,-3414
498446,2140032,1984,1985,12,13,334,365,-3591
480210,2151387,1984,1985,12,13,334,365,-5842
478906,2138404,1984,1985,12,13,334,365,-5565
481343,2144628,1984,1985,12,13,334,365,-1540
487162,2141990,1984,1985,12,13,334,365,-283
487094,2143085,1984,1985,12,13,334,365,-2599
480489,2134541,1984,1985,12,13,334,365,-1042
485383,2135593,1984,1985,12,13,334,365,-4465
485353,2136042,1984,1985,12,13,334,365,-2253
489804,2135343,1984,1985,12,13,334,365,-2954
481368,2134327,1984,1985,12,13,334,365,-3802
480015,2134312,1984,1985,12,13,334,365,-5785
479873,2134178,1984,1985,12,13,334,365,-5605
477696,2134789,1984,1985,12,13,334,365,-1272
482128,2135810,1984,1985,12,13,334,365,-3364
483719,2134751,1984,1985,12,13,334,365,-5565
483445,2136059,1984,1985,12,13,334,365,-1838
482587,2134705,1984,1985,12,13,334,365,-6348
483587,2135232,1984,1985,12,13,334,365,-2447
487365,2136808,1984,1985,12,13,334,365,-2430
480277,2137821,1984,1985,12,13,334,365,-4066
482186,2134254,1984,1985,12,13,334,365,-696
485577,2137590,1984,1985,12,13,334,365,-927
485987,2137418,1984,1985,12,13,334,365,-7125
485357,2138170,1984,1985,12,13,334,365,-4039
481261,2131506,1984,1985,12,13,334,365,-936
486192,2137920,1984,1985,12,13,334,365,-2568
486699,2140007,1984,1985,12,13,334,365,-6433
487793,2133865,1984,1985,12,13,334,365,-4970
485681,2132491,1984,1985,12,13,334,365,-5254
487314,2135852,1984,1985,12,13,334,365,-2419
486679,2133212,1984,1985,12,13,334,365,-3958
487734,2132727,1984,1985,12,13,334,365,-2286
486893,2138915,1984,1985,12,13,334,365,-899
485573,2136312,1984,1985,12,13,334,365,-2663
486493,2134490,1984,1985,12,13,334,365,-2197
484822,2133935,1984,1985,12,13,334,365,-3639
484272,2133665,1984,1985,12,13,334,365,-1655
483200,2133848,1984,1985,12,13,334,365,-2100
484192,2132586,1984,1985,12,13,334,365,-2879
483602,2132446,1984,1985,12,13,334,365,-6245
486233,2131345,1984,1985,12,13,334,365,-4495
488634,2132855,1984,1985,12,13,334,365,-7987
488153,2133115,1984,1985,12,13,334,365,-2573
488083,2134134,1984,1985,12,13,334,365,-6324
489444,2134015,1984,1985,12,13,334,365,-3218
489484,2134564,1984,1985,12,13,334,365,-2015
489138,2132973,1984,1985,12,13,334,365,-2256
493646,2134643,1984,1985,12,13,334,365,-1382
493246,2135738,1984,1985,12,13,334,365,-1735
492660,2136245,1984,1985,12,13,334,365,-3762
483956,2134956,1984,1985,12,13,334,365,-1206
492660,2136245,1984,1985,12,13,334,365,-4026
481265,2133300,1984,1985,12,13,334,365,-3876
481103,2138473,1984,1985,12,13,334,365,-5122
482401,2131586,1984,1985,12,13,334,365,-1893
482632,2132332,1984,1985,12,13,334,365,-4376
480912,2132969,1984,1985,12,13,334,365,-1975
483430,2130663,1984,1985,12,13,334,365,-784
483177,2130602,1984,1985,12,13,334,365,-1322
483552,2130452,1984,1985,12,13,334,365,-1352
483815,2130811,1984,1985,12,13,334,365,-3605
484339,2131154,1984,1985,12,13,334,365,-3837
485210,2132061,1984,1985,12,13,334,365,-4920
484935,2131404,1984,1985,12,13,334,365,-1960
485856,2141928,1984,1985,12,13,334,365,-1097
484129,2130853,1984,1985,12,13,334,365,-1033
481638,2133393,1984,1985,12,13,334,365,-1063
483072,2129627,1984,1985,12,13,334,365,-3224
480995,2131462,1984,1985,12,13,334,365,-25
483222,2133095,1984,1985,12,13,334,365,-568
480443,2134197,1984,1985,12,13,334,365,-3283
479950,2133465,1984,1985,12,13,334,365,-2571
479688,2133363,1984,1985,12,13,334,365,-1555
479648,2133076,1984,1985,12,13,334,365,-2753
478437,2134424,1984,1985,12,13,334,365,-1940
476178,2134095,1984,1985,12,13,334,365,-3026
483120,2131330,1984,1985,12,13,334,365,-4039
476778,2134389,1984,1985,12,13,334,365,-1370
476720,2134847,1984,1985,12,13,334,365,-2411
477814,2133790,1984,1985,12,13,334,365,-4946
482211,2130826,1984,1985,12,13,334,365,-2055
479896,2133084,1984,1985,12,13,334,365,-3250
486562,2130782,1984,1985,12,13,334,365,-12501
487133,2129237,1984,1985,12,13,334,365,-6028
487635,2129008,1984,1985,12,13,334,365,-5012
487975,2128974,1984,1985,12,13,334,365,-2118
487231,2128266,1984,1985,12,13,334,365,-10660
488178,2127972,1984,1985,12,13,334,365,-2753
489421,2127836,1984,1985,12,13,334,365,-2047
487085,2126212,1984,1985,12,13,334,365,-1392
486650,2126527,1984,1985,12,13,334,365,-2965
488882,2127217,1984,1985,12,13,334,365,-2473
487111,2126517,1984,1985,12,13,334,365,-4729
489958,2126538,1984,1985,12,13,334,365,-4184
486666,2126212,1984,1985,12,13,334,365,-4871
489992,2126177,1984,1985,12,13,334,365,-2167
490912,2126096,1984,1985,12,13,334,365,-2682
492891,2126808,1984,1985,12,13,334,365,-1835
488261,2127516,1984,1985,12,13,334,365,-1059
486026,2130803,1984,1985,12,13,334,365,-5764
485222,2130406,1984,1985,12,13,334,365,-743
493006,2128467,1984,1985,12,13,334,365,-4235
492890,2127862,1984,1985,12,13,334,365,-4644
497615,2129035,1984,1985,12,13,334,365,-6605
497036,2129582,1984,1985,12,13,334,365,-5219
497202,2129606,1984,1985,12,13,334,365,-8188
497315,2129600,1984,1985,12,13,334,365,-13736
497439,2129597,1984,1985,12,13,334,365,-8400
496647,2129289,1984,1985,12,13,334,365,-8162
496435,2128999,1984,1985,12,13,334,365,-5864
496048,2129025,1984,1985,12,13,334,365,-3388
495713,2128981,1984,1985,12,13,334,365,-9122
495413,2128559,1984,1985,12,13,334,365,-8433
495360,2128726,1984,1985,12,13,334,365,-4024
494961,2128603,1984,1985,12,13,334,365,-6087
492704,2128176,1984,1985,12,13,334,365,-1835
492917,2128568,1984,1985,12,13,334,365,-6494
492829,2128339,1984,1985,12,13,334,365,-1790
491807,2127960,1984,1985,12,13,334,365,-2412
496162,2128409,1984,1985,12,13,334,365,-285
489528,2127154,1984,1985,12,13,334,365,-5082
487902,2127087,1984,1985,12,13,334,365,-2923
492715,2127316,1984,1985,12,13,334,365,-1482
492727,2127595,1984,1985,12,13,334,365,-4131
486440,2128685,1984,1985,12,13,334,365,-5884
487217,2127605,1984,1985,12,13,334,365,-2284
484817,2130992,1984,1985,12,13,334,365,-756
484526,2130414,1984,1985,12,13,334,365,-1981
485444,2131291,1984,1985,12,13,334,365,-3244
485285,2131689,1984,1985,12,13,334,365,-2823
487741,2125198,1984,1985,12,13,334,365,-3180
499305,2127979,1984,1985,12,13,334,365,-5867
