X,Y,START_YR,END_YR,S_PER,E_PER,S_DAY,E_DAY,Flow_m3d
483445,2136059,1984,1985,9,10,243,273,-6622
482587,2134705,1984,1985,9,10,243,273,-3124
483587,2135232,1984,1985,9,10,243,273,-695
487365,2136808,1984,1985,9,10,243,273,-3421
480277,2137821,1984,1985,9,10,243,273,-5044
482186,2134254,1984,1985,9,10,243,273,-2186
483267,2136640,1984,1985,9,10,243,273,-6185
485577,2137590,1984,1985,9,10,243,273,-1777
485987,2137418,1984,1985,9,10,243,273,-2610
485357,2138170,1984,1985,9,10,243,273,-5535
481261,2131506,1984,1985,9,10,243,273,-4529
486699,2140007,1984,1985,9,10,243,273,-4595
487793,2133865,1984,1985,9,10,243,273,-8237
485681,2132491,1984,1985,9,10,243,273,-3684
487314,2135852,1984,1985,9,10,243,273,-740
486679,2133212,1984,1985,9,10,243,273,-5933
487734,2132727,1984,1985,9,10,243,273,-9158
486893,2138915,1984,1985,9,10,243,273,-6368
485573,2136312,1984,1985,9,10,243,273,-1554
486493,2134490,1984,1985,9,10,243,273,-4320
484822,2133935,1984,1985,9,10,243,273,-4500
484272,2133665,1984,1985,9,10,243,273,-2296
483200,2133848,1984,1985,9,10,243,273,-2509
484192,2132586,1984,1985,9,10,243,273,-2369
483602,2132446,1984,1985,9,10,243,273,-2380
486233,2131345,1984,1985,9,10,243,273,-3738
486333,2132216,1984,1985,9,10,243,273,-1703
488634,2132855,1984,1985,9,10,243,273,-517
488153,2133115,1984,1985,9,10,243,273,-2851
486343,2136134,1984,1985,9,10,243,273,-3086
488083,2134134,1984,1985,9,10,243,273,-5110
489444,2134015,1984,1985,9,10,243,273,-7465
489484,2134564,1984,1985,9,10,243,273,-2136
488874,2136877,1984,1985,9,10,243,273,-7064
489138,2132973,1984,1985,9,10,243,273,-2073
493646,2134643,1984,1985,9,10,243,273,-5869
492327,2134822,1984,1985,9,10,243,273,-3898
493246,2135738,1984,1985,9,10,243,273,-2249
492660,2136245,1984,1985,9,10,243,273,-1185
481265,2133300,1984,1985,9,10,243,273,-1920
481103,2138473,1984,1985,9,10,243,273,-1205
482401,2131586,1984,1985,9,10,243,273,-3466
482632,2132332,1984,1985,9,10,243,273,-1208
480912,2132969,1984,1985,9,10,243,273,-2416
483430,2130663,1984,1985,9,10,243,273,-3643
483177,2130602,1984,1985,9,10,243,273,-4438
483552,2130452,1984,1985,9,10,243,273,-1779
483815,2130811,1984,1985,9,10,243,273,-3961
484339,2131154,1984,1985,9,10,243,273,-1818
484935,2131404,1984,1985,9,10,243,273,-1243
485856,2141928,1984,1985,9,10,243,273,-1099
484129,2130853,1984,1985,9,10,243,273,-3466
483792,2130536,1984,1985,9,10,243,273,-3538
481638,2133393,1984,1985,9,10,243,273,-4802
483072,2129627,1984,1985,9,10,243,273,-2350
480995,2131462,1984,1985,9,10,243,273,-430
486705,2123955,1984,1985,9,10,243,273,-1120
480443,2134197,1984,1985,9,10,243,273,-1075
479950,2133465,1984,1985,9,10,243,273,-1457
478437,2134424,1984,1985,9,10,243,273,-525
476178,2134095,1984,1985,9,10,243,273,-3198
483120,2131330,1984,1985,9,10,243,273,-3569
476720,2134847,1984,1985,9,10,243,273,-1817
477814,2133790,1984,1985,9,10,243,273,-1813
482211,2130826,1984,1985,9,10,243,273,-1800
479896,2133084,1984,1985,9,10,243,273,-4533
485550,2142726,1984,1985,9,10,243,273,-2145
486562,2130782,1984,1985,9,10,243,273,-2544
487133,2129237,1984,1985,9,10,243,273,-4816
487635,2129008,1984,1985,9,10,243,273,-1156
487975,2128974,1984,1985,9,10,243,273,-10705
487231,2128266,1984,1985,9,10,243,273,-3517
488178,2127972,1984,1985,9,10,243,273,-12791
489421,2127836,1984,1985,9,10,243,273,-5030
487085,2126212,1984,1985,9,10,243,273,-5312
486650,2126527,1984,1985,9,10,243,273,-1796
488882,2127217,1984,1985,9,10,243,273,-7656
487111,2126517,1984,1985,9,10,243,273,-2843
489958,2126538,1984,1985,9,10,243,273,-2095
486666,2126212,1984,1985,9,10,243,273,-1827
489992,2126177,1984,1985,9,10,243,273,-3217
490912,2126096,1984,1985,9,10,243,273,-1225
492891,2126808,1984,1985,9,10,243,273,-5187
488261,2127516,1984,1985,9,10,243,273,-4986
486026,2130803,1984,1985,9,10,243,273,-5163
485222,2130406,1984,1985,9,10,243,273,-2574
496467,2128172,1984,1985,9,10,243,273,-2843
493006,2128467,1984,1985,9,10,243,273,-1871
492890,2127862,1984,1985,9,10,243,273,-4991
497615,2129035,1984,1985,9,10,243,273,-4950
497036,2129582,1984,1985,9,10,243,273,-3121
497315,2129600,1984,1985,9,10,243,273,-4340
497439,2129597,1984,1985,9,10,243,273,-4059
496647,2129289,1984,1985,9,10,243,273,-6942
496435,2128999,1984,1985,9,10,243,273,-5331
496048,2129025,1984,1985,9,10,243,273,-8679
495713,2128981,1984,1985,9,10,243,273,-11644
495413,2128559,1984,1985,9,10,243,273,-6210
495360,2128726,1984,1985,9,10,243,273,-7652
494961,2128603,1984,1985,9,10,243,273,-6943
492704,2128176,1984,1985,9,10,243,273,-3591
492917,2128568,1984,1985,9,10,243,273,-8801
492829,2128339,1984,1985,9,10,243,273,-9674
491807,2127960,1984,1985,9,10,243,273,-4040
490706,2127793,1984,1985,9,10,243,273,-6662
496162,2128409,1984,1985,9,10,243,273,-2245
489528,2127154,1984,1985,9,10,243,273,-4129
489441,2127276,1984,1985,9,10,243,273,-2341
487902,2127087,1984,1985,9,10,243,273,-2932
492715,2127316,1984,1985,9,10,243,273,-2320
492727,2127595,1984,1985,9,10,243,273,-570
486440,2128685,1984,1985,9,10,243,273,-5829
487217,2127605,1984,1985,9,10,243,273,-2843
484817,2130992,1984,1985,9,10,243,273,-3292
484526,2130414,1984,1985,9,10,243,273,-1648
485444,2131291,1984,1985,9,10,243,273,-4143
485285,2131689,1984,1985,9,10,243,273,-6553
487741,2125198,1984,1985,9,10,243,273,-695
497979,2128002,1984,1985,9,10,243,273,-2076
498560,2127688,1984,1985,9,10,243,273,-3142
499305,2127979,1984,1985,9,10,243,273,-2062
499028,2127046,1984,1985,9,10,243,273,-4481
499184,2127397,1984,1985,9,10,243,273,-3038
498387,2122183,1984,1985,9,10,243,273,-5740
498543,2122563,1984,1985,9,10,243,273,-3167
500132,2122660,1984,1985,9,10,243,273,-5620
499460,2123283,1984,1985,9,10,243,273,-4936
498704,2122951,1984,1985,9,10,243,273,-3383
498012,2128664,1984,1985,9,10,243,273,-3494
498497,2128189,1984,1985,9,10,243,273,-2506
500626,2125033,1984,1985,9,10,243,273,-1924
500747,2124403,1984,1985,9,10,243,273,-2106
501476,2124659,1984,1985,9,10,243,273,-4253
501597,2124497,1984,1985,9,10,243,273,-5943
502121,2124423,1984,1985,9,10,243,273,-6483
501779,2124406,1984,1985,9,10,243,273,-5155
502113,2124639,1984,1985,9,10,243,273,-4686
502326,2124457,1984,1985,9,10,243,273,-6235
502892,2124315,1984,1985,9,10,243,273,-5164
499862,2127969,1984,1985,9,10,243,273,-7178
499774,2128224,1984,1985,9,10,243,273,-1889
499404,2128348,1984,1985,9,10,243,273,-8689
499184,2128488,1984,1985,9,10,243,273,-4595
498855,2128500,1984,1985,9,10,243,273,-6676
498541,2128735,1984,1985,9,10,243,273,-3042
498153,2128420,1984,1985,9,10,243,273,-10632
498224,2129148,1984,1985,9,10,243,273,-7822
485473,2137437,1984,1985,9,10,243,273,-1382
485605,2137177,1984,1985,9,10,243,273,-1760
483454,2134623,1984,1985,9,10,243,273,-1037
485612,2137181,1984,1985,9,10,243,273,-1716
491659,2135219,1984,1985,9,10,243,273,-1369
486470,2136519,1984,1985,9,10,243,273,-6321
499453,2127639,1984,1985,9,10,243,273,-2132
486840,2136193,1984,1985,9,10,243,273,-2417
487154,2136372,1984,1985,9,10,243,273,-3120
485917,2137244,1984,1985,9,10,243,273,-864
486172,2136994,1984,1985,9,10,243,273,-1901
486360,2136858,1984,1985,9,10,243,273,-4111
486540,2136732,1984,1985,9,10,243,273,-2320
486733,2136560,1984,1985,9,10,243,273,-4147
486837,2136442,1984,1985,9,10,243,273,-2000
487554,2136262,1984,1985,9,10,243,273,-4575
486157,2137340,1984,1985,9,10,243,273,-1680
486172,2136994,1984,1985,9,10,243,273,-2587
486633,2136909,1984,1985,9,10,243,273,-90
486880,2136614,1984,1985,9,10,243,273,-6566
488128,2138076,1984,1985,9,10,243,273,-2160
492311,2136377,1984,1985,9,10,243,273,-1280
493239,2137267,1984,1985,9,10,243,273,-1120
487154,2136372,1984,1985,9,10,243,273,-3760
490524,2145198,1984,1985,9,10,243,273,-3215
490215,2136947,1984,1985,9,10,243,273,-2840
488920,2141217,1984,1985,9,10,243,273,-1274
490429,2140629,1984,1985,9,10,243,273,-5708
489524,2140324,1984,1985,9,10,243,273,-5679
494401,2141125,1984,1985,9,10,243,273,-1632
489024,2138895,1984,1985,9,10,243,273,-4684
492110,2138566,1984,1985,9,10,243,273,-1313
492185,2138296,1984,1985,9,10,243,273,-2441
491725,2138701,1984,1985,9,10,243,273,-3227
496929,2143163,1984,1985,9,10,243,273,-3797
496431,2141160,1984,1985,9,10,243,273,-5435
497573,2142887,1984,1985,9,10,243,273,-8581
495210,2141993,1984,1985,9,10,243,273,-3620
485811,2136521,1984,1985,9,10,243,273,-3771
497336,2141954,1984,1985,9,10,243,273,-2961
496897,2141745,1984,1985,9,10,243,273,-6429
496437,2142004,1984,1985,9,10,243,273,-7392
496509,2142463,1984,1985,9,10,243,273,-4915
492113,2140360,1984,1985,9,10,243,273,-1356
480042,2143331,1984,1985,9,10,243,273,-5089
487649,2141016,1984,1985,9,10,243,273,-1438
486789,2140914,1984,1985,9,10,243,273,-1867
487174,2140802,1984,1985,9,10,243,273,-1445
487435,2140423,1984,1985,9,10,243,273,-3343
487191,2140016,1984,1985,9,10,243,273,-3294
496913,2138347,1984,1985,9,10,243,273,-5086
479525,2142124,1984,1985,9,10,243,273,-1760
479826,2143897,1984,1985,9,10,243,273,-1510
477767,2140498,1984,1985,9,10,243,273,-2955
479819,2141143,1984,1985,9,10,243,273,-392
476811,2147687,1984,1985,9,10,243,273,-1928
479054,2141245,1984,1985,9,10,243,273,-2076
477978,2138211,1984,1985,9,10,243,273,-1149
479631,2143506,1984,1985,9,10,243,273,-1223
477108,2150026,1984,1985,9,10,243,273,-754
476723,2136300,1984,1985,9,10,243,273,-587
477689,2141301,1984,1985,9,10,243,273,-752
479760,2144819,1984,1985,9,10,243,273,-2743
478505,2144514,1984,1985,9,10,243,273,-2496
477626,2144350,1984,1985,9,10,243,273,-1640
475535,2138416,1984,1985,9,10,243,273,-1381
470953,2140338,1984,1985,9,10,243,273,-523
472181,2142453,1984,1985,9,10,243,273,-2156
478498,2156819,1984,1985,10,11,273,304,-2081
478008,2153563,1984,1985,10,11,273,304,-2897
482692,2154553,1984,1985,10,11,273,304,-1727
479219,2153704,1984,1985,10,11,273,304,-636
480744,2154714,1984,1985,10,11,273,304,-4805
480901,2152320,1984,1985,10,11,273,304,-2765
482973,2152823,1984,1985,10,11,273,304,-5276
480463,2157220,1984,1985,10,11,273,304,-2330
482157,2152446,1984,1985,10,11,273,304,-2574
480945,2151587,1984,1985,10,11,273,304,-2968
482650,2152058,1984,1985,10,11,273,304,-3153
481957,2152026,1984,1985,10,11,273,304,-5524
482283,2154851,1984,1985,10,11,273,304,-521
482419,2154039,1984,1985,10,11,273,304,-2177
482304,2153389,1984,1985,10,11,273,304,-1540
479198,2154207,1984,1985,10,11,273,304,-2215
478144,2155925,1984,1985,10,11,273,304,-1777
483605,2152928,1984,1985,10,11,273,304,-3891
478144,2155181,1984,1985,10,11,273,304,-3802
478895,2155313,1984,1985,10,11,273,304,-5305
478946,2154626,1984,1985,10,11,273,304,-1116
478781,2155913,1984,1985,10,11,273,304,-2928
478540,2153210,1984,1985,10,11,273,304,-3249
478126,2154207,1984,1985,10,11,273,304,-1277
477447,2154531,1984,1985,10,11,273,304,-1899
484108,2153620,1984,1985,10,11,273,304,-3340
479576,2155276,1984,1985,10,11,273,304,-3994
484606,2150489,1984,1985,10,11,273,304,-4565
487773,2146810,1984,1985,10,11,273,304,-701
481862,2140960,1984,1985,10,11,273,304,-1116
483445,2136071,1984,1985,10,11,273,304,-2145
483553,2150442,1984,1985,10,11,273,304,-1398
480571,2145040,1984,1985,10,11,273,304,-3211
485190,2144841,1984,1985,10,11,273,304,-2302
485124,2145120,1984,1985,10,11,273,304,-3211
485377,2141715,1984,1985,10,11,273,304,-370
485104,2145574,1984,1985,10,11,273,304,-519
483287,2146238,1984,1985,10,11,273,304,-2231
480917,2139244,1984,1985,10,11,273,304,-3211
480411,2143138,1984,1985,10,11,273,304,-5427
481716,2140255,1984,1985,10,11,273,304,-1835
488461,2146452,1984,1985,10,11,273,304,-1436
489467,2146172,1984,1985,10,11,273,304,-3059
480957,2145692,1984,1985,10,11,273,304,-1682
483850,2140451,1984,1985,10,11,273,304,-702
478852,2148058,1984,1985,10,11,273,304,-2982
480065,2145785,1984,1985,10,11,273,304,-1453
478706,2148642,1984,1985,10,11,273,304,-948
478413,2148337,1984,1985,10,11,273,304,-3558
485226,2139758,1984,1985,10,11,273,304,-964
483260,2139989,1984,1985,10,11,273,304,-3174
480690,2137954,1984,1985,10,11,273,304,-1376
487986,2144947,1984,1985,10,11,273,304,-1537
480327,2148642,1984,1985,10,11,273,304,-3429
483374,2135359,1984,1985,10,11,273,304,-4129
484551,2144735,1984,1985,10,11,273,304,-4624
485761,2140779,1984,1985,10,11,273,304,-3086
479959,2146530,1984,1985,10,11,273,304,-1453
480757,2138752,1984,1985,10,11,273,304,-4790
478175,2149700,1984,1985,10,11,273,304,-618
487547,2143777,1984,1985,10,11,273,304,-4358
479963,2138791,1984,1985,10,11,273,304,-3484
478216,2137221,1984,1985,10,11,273,304,-2370
479233,2137630,1984,1985,10,11,273,304,-1207
479590,2136089,1984,1985,10,11,273,304,-2829
477965,2135930,1984,1985,10,11,273,304,-1576
476896,2135388,1984,1985,10,11,273,304,-994
477155,2135188,1984,1985,10,11,273,304,-1759
481303,2145227,1984,1985,10,11,273,304,-5303
480823,2144109,1984,1985,10,11,273,304,-3059
480797,2141915,1984,1985,10,11,273,304,-4362
483898,2137741,1984,1985,10,11,273,304,-2885
483034,2142593,1984,1985,10,11,273,304,-1748
479224,2150276,1984,1985,10,11,273,304,-3555
478689,2150496,1984,1985,10,11,273,304,-4955
483778,2138641,1984,1985,10,11,273,304,-4588
481481,2149520,1984,1985,10,11,273,304,-3264
480760,2150404,1984,1985,10,11,273,304,-2812
480221,2151033,1984,1985,10,11,273,304,-2217
481776,2150834,1984,1985,10,11,273,304,-3523
480664,2144482,1984,1985,10,11,273,304,-2988
481622,2136504,1984,1985,10,11,273,304,-4282
485070,2143994,1984,1985,10,11,273,304,-1835
485274,2140695,1984,1985,10,11,273,304,-4909
485903,2144382,1984,1985,10,11,273,304,-4936
479642,2147289,1984,1985,10,11,273,304,-4093
485550,2142726,1984,1985,10,11,273,304,-1802
485111,2142220,1984,1985,10,11,273,304,-5082
483779,2141901,1984,1985,10,11,273,304,-3228
483060,2143897,1984,1985,10,11,273,304,-948
482687,2138340,1984,1985,10,11,273,304,-4122
481901,2135103,1984,1985,10,11,273,304,-4386
477073,2150067,1984,1985,10,11,273,304,-1588
484686,2140946,1984,1985,10,11,273,304,-1098
481168,2151220,1984,1985,10,11,273,304,-664
484258,2143551,1984,1985,10,11,273,304,-7378
486349,2143484,1984,1985,10,11,273,304,-841
482187,2138640,1984,1985,10,11,273,304,-1744
484853,2136072,1984,1985,10,11,273,304,-1047
481404,2150143,1984,1985,10,11,273,304,-1950
481648,2151031,1984,1985,10,11,273,304,-6893
478238,2150738,1984,1985,10,11,273,304,-2447
477902,2150276,1984,1985,10,11,273,304,-2676
487813,2142061,1984,1985,10,11,273,304,-2065
487121,2145200,1984,1985,10,11,273,304,-1540
485843,2150447,1984,1985,10,11,273,304,-3023
498446,2140032,1984,1985,10,11,273,304,-2351
480210,2151387,1984,1985,10,11,273,304,-2753
478906,2138404,1984,1985,10,11,273,304,-4358
481682,2148727,1984,1985,10,11,273,304,-1835
481343,2144628,1984,1985,10,11,273,304,-3753
487162,2141990,1984,1985,10,11,273,304,-7121
487094,2143085,1984,1985,10,11,273,304,-5741
480489,2134541,1984,1985,10,11,273,304,-4475
485383,2135593,1984,1985,10,11,273,304,-1544
485353,2136042,1984,1985,10,11,273,304,-3475
489804,2135343,1984,1985,10,11,273,304,-2101
481368,2134327,1984,1985,10,11,273,304,-932
480015,2134312,1984,1985,10,11,273,304,-6396
479873,2134178,1984,1985,10,11,273,304,-4053
477696,2134789,1984,1985,10,11,273,304,-2006
482128,2135810,1984,1985,10,11,273,304,-2669
483719,2134751,1984,1985,10,11,273,304,-4199
483445,2136059,1984,1985,10,11,273,304,-6338
482587,2134705,1984,1985,10,11,273,304,-4264
483587,2135232,1984,1985,10,11,273,304,-5307
487365,2136808,1984,1985,10,11,273,304,-3638
480277,2137821,1984,1985,10,11,273,304,-5599
482186,2134254,1984,1985,10,11,273,304,-1040
483267,2136640,1984,1985,10,11,273,304,-5880
485577,2137590,1984,1985,10,11,273,304,-1787
485987,2137418,1984,1985,10,11,273,304,-2732
485357,2138170,1984,1985,10,11,273,304,-5815
481261,2131506,1984,1985,10,11,273,304,-3549
486699,2140007,1984,1985,10,11,273,304,-4355
487793,2133865,1984,1985,10,11,273,304,-8545
485681,2132491,1984,1985,10,11,273,304,-3974
487314,2135852,1984,1985,10,11,273,304,-745
486679,2133212,1984,1985,10,11,273,304,-6160
487734,2132727,1984,1985,10,11,273,304,-5016
486893,2138915,1984,1985,10,11,273,304,-6405
485573,2136312,1984,1985,10,11,273,304,-1554
486493,2134490,1984,1985,10,11,273,304,-4255
484822,2133935,1984,1985,10,11,273,304,-5546
484272,2133665,1984,1985,10,11,273,304,-2397
483200,2133848,1984,1985,10,11,273,304,-1835
484192,2132586,1984,1985,10,11,273,304,-2309
483602,2132446,1984,1985,10,11,273,304,-2428
486233,2131345,1984,1985,10,11,273,304,-3766
486333,2132216,1984,1985,10,11,273,304,-1467
488634,2132855,1984,1985,10,11,273,304,-528
488153,2133115,1984,1985,10,11,273,304,-2886
486343,2136134,1984,1985,10,11,273,304,-3376
488083,2134134,1984,1985,10,11,273,304,-5159
489444,2134015,1984,1985,10,11,273,304,-7714
489484,2134564,1984,1985,10,11,273,304,-2147
488874,2136877,1984,1985,10,11,273,304,-6626
489138,2132973,1984,1985,10,11,273,304,-2085
493646,2134643,1984,1985,10,11,273,304,-5978
492327,2134822,1984,1985,10,11,273,304,-5811
493246,2135738,1984,1985,10,11,273,304,-2274
492660,2136245,1984,1985,10,11,273,304,-1287
481265,2133300,1984,1985,10,11,273,304,-933
481103,2138473,1984,1985,10,11,273,304,-1185
482401,2131586,1984,1985,10,11,273,304,-3406
482632,2132332,1984,1985,10,11,273,304,-1202
480912,2132969,1984,1985,10,11,273,304,-2592
483430,2130663,1984,1985,10,11,273,304,-3841
483177,2130602,1984,1985,10,11,273,304,-4033
483552,2130452,1984,1985,10,11,273,304,-1878
483815,2130811,1984,1985,10,11,273,304,-4274
484339,2131154,1984,1985,10,11,273,304,-1367
484935,2131404,1984,1985,10,11,273,304,-1311
485856,2141928,1984,1985,10,11,273,304,-1335
484129,2130853,1984,1985,10,11,273,304,-3406
483792,2130536,1984,1985,10,11,273,304,-3876
481638,2133393,1984,1985,10,11,273,304,-4403
483072,2129627,1984,1985,10,11,273,304,-2400
480995,2131462,1984,1985,10,11,273,304,-428
486705,2123955,1984,1985,10,11,273,304,-1113
480443,2134197,1984,1985,10,11,273,304,-1122
479950,2133465,1984,1985,10,11,273,304,-1432
479688,2133363,1984,1985,10,11,273,304,-174
478437,2134424,1984,1985,10,11,273,304,-497
476178,2134095,1984,1985,10,11,273,304,-3250
483120,2131330,1984,1985,10,11,273,304,-3082
476778,2134389,1984,1985,10,11,273,304,-599
476720,2134847,1984,1985,10,11,273,304,-1825
477814,2133790,1984,1985,10,11,273,304,-1876
482211,2130826,1984,1985,10,11,273,304,-2132
479896,2133084,1984,1985,10,11,273,304,-4268
485550,2142726,1984,1985,10,11,273,304,-1294
486562,2130782,1984,1985,10,11,273,304,-2574
487133,2129237,1984,1985,10,11,273,304,-4721
487635,2129008,1984,1985,10,11,273,304,-1198
487975,2128974,1984,1985,10,11,273,304,-11026
488178,2127972,1984,1985,10,11,273,304,-13001
489421,2127836,1984,1985,10,11,273,304,-5197
487085,2126212,1984,1985,10,11,273,304,-5564
486650,2126527,1984,1985,10,11,273,304,-2351
488882,2127217,1984,1985,10,11,273,304,-9021
487111,2126517,1984,1985,10,11,273,304,-2978
489958,2126538,1984,1985,10,11,273,304,-2194
486666,2126212,1984,1985,10,11,273,304,-1901
489992,2126177,1984,1985,10,11,273,304,-3370
490912,2126096,1984,1985,10,11,273,304,-1728
492891,2126808,1984,1985,10,11,273,304,-5661
488261,2127516,1984,1985,10,11,273,304,-4901
486026,2130803,1984,1985,10,11,273,304,-5407
485222,2130406,1984,1985,10,11,273,304,-2544
496467,2128172,1984,1985,10,11,273,304,-2978
493006,2128467,1984,1985,10,11,273,304,-1959
492890,2127862,1984,1985,10,11,273,304,-5067
497615,2129035,1984,1985,10,11,273,304,-6079
497036,2129582,1984,1985,10,11,273,304,-3518
497315,2129600,1984,1985,10,11,273,304,-4545
497439,2129597,1984,1985,10,11,273,304,-4906
496647,2129289,1984,1985,10,11,273,304,-7099
496435,2128999,1984,1985,10,11,273,304,-5325
496048,2129025,1984,1985,10,11,273,304,-9090
495713,2128981,1984,1985,10,11,273,304,-14198
495413,2128559,1984,1985,10,11,273,304,-6504
495360,2128726,1984,1985,10,11,273,304,-8052
494961,2128603,1984,1985,10,11,273,304,-6624
492704,2128176,1984,1985,10,11,273,304,-3762
492917,2128568,1984,1985,10,11,273,304,-8325
492829,2128339,1984,1985,10,11,273,304,-10018
491807,2127960,1984,1985,10,11,273,304,-4232
490706,2127793,1984,1985,10,11,273,304,-6716
496162,2128409,1984,1985,10,11,273,304,-2351
489528,2127154,1984,1985,10,11,273,304,-6974
489441,2127276,1984,1985,10,11,273,304,-1888
487902,2127087,1984,1985,10,11,273,304,-2850
492715,2127316,1984,1985,10,11,273,304,-2978
492727,2127595,1984,1985,10,11,273,304,-497
486440,2128685,1984,1985,10,11,273,304,-5642
487217,2127605,1984,1985,10,11,273,304,-2978
484817,2130992,1984,1985,10,11,273,304,-3448
484526,2130414,1984,1985,10,11,273,304,-1629
485444,2131291,1984,1985,10,11,273,304,-4106
485285,2131689,1984,1985,10,11,273,304,-6442
487741,2125198,1984,1985,10,11,273,304,-670
497979,2128002,1984,1985,10,11,273,304,-1854
498560,2127688,1984,1985,10,11,273,304,-3221
499305,2127979,1984,1985,10,11,273,304,-2630
499028,2127046,1984,1985,10,11,273,304,-6702
499184,2127397,1984,1985,10,11,273,304,-3269
498387,2122183,1984,1985,10,11,273,304,-5740
498543,2122563,1984,1985,10,11,273,304,-3167
500132,2122660,1984,1985,10,11,273,304,-5620
499460,2123283,1984,1985,10,11,273,304,-4936
498704,2122951,1984,1985,10,11,273,304,-3383
498012,2128664,1984,1985,10,11,273,304,-3493
498497,2128189,1984,1985,10,11,273,304,-2506
500626,2125033,1984,1985,10,11,273,304,-1924
500747,2124403,1984,1985,10,11,273,304,-2106
501476,2124659,1984,1985,10,11,273,304,-4253
501597,2124497,1984,1985,10,11,273,304,-5943
502121,2124423,1984,1985,10,11,273,304,-6483
501779,2124406,1984,1985,10,11,273,304,-5155
502113,2124639,1984,1985,10,11,273,304,-4686
502326,2124457,1984,1985,10,11,273,304,-6235
502892,2124315,1984,1985,10,11,273,304,-5164
499862,2127969,1984,1985,10,11,273,304,-7178
499774,2128224,1984,1985,10,11,273,304,-1889
499404,2128348,1984,1985,10,11,273,304,-8689
499184,2128488,1984,1985,10,11,273,304,-4595
498855,2128500,1984,1985,10,11,273,304,-6676
498541,2128735,1984,1985,10,11,273,304,-3042
498153,2128420,1984,1985,10,11,273,304,-10632
498224,2129148,1984,1985,10,11,273,304,-7822
485473,2137437,1984,1985,10,11,273,304,-1382
485605,2137177,1984,1985,10,11,273,304,-1760
483454,2134623,1984,1985,10,11,273,304,-1037
485612,2137181,1984,1985,10,11,273,304,-1716
491659,2135219,1984,1985,10,11,273,304,-1369
486470,2136519,1984,1985,10,11,273,304,-6321
499453,2127639,1984,1985,10,11,273,304,-2132
486840,2136193,1984,1985,10,11,273,304,-2417
487154,2136372,1984,1985,10,11,273,304,-3120
485917,2137244,1984,1985,10,11,273,304,-864
486172,2136994,1984,1985,10,11,273,304,-1901
486360,2136858,1984,1985,10,11,273,304,-4111
486540,2136732,1984,1985,10,11,273,304,-2320
486733,2136560,1984,1985,10,11,273,304,-4147
486837,2136442,1984,1985,10,11,273,304,-2000
487554,2136262,1984,1985,10,11,273,304,-4575
486157,2137340,1984,1985,10,11,273,304,-1680
486172,2136994,1984,1985,10,11,273,304,-2587
486633,2136909,1984,1985,10,11,273,304,-90
486880,2136614,1984,1985,10,11,273,304,-6566
488128,2138076,1984,1985,10,11,273,304,-2160
492311,2136377,1984,1985,10,11,273,304,-1280
493239,2137267,1984,1985,10,11,273,304,-1120
487154,2136372,1984,1985,10,11,273,304,-3760
490524,2145198,1984,1985,10,11,273,304,-3339
490215,2136947,1984,1985,10,11,273,304,-2843
488920,2141217,1984,1985,10,11,273,304,-1813
490429,2140629,1984,1985,10,11,273,304,-5789
489524,2140324,1984,1985,10,11,273,304,-5697
489024,2138895,1984,1985,10,11,273,304,-4780
492110,2138566,1984,1985,10,11,273,304,-3452
492185,2138296,1984,1985,10,11,273,304,-3480
491725,2138701,1984,1985,10,11,273,304,-3123
496929,2143163,1984,1985,10,11,273,304,-6780
496431,2141160,1984,1985,10,11,273,304,-8384
497573,2142887,1984,1985,10,11,273,304,-4087
495210,2141993,1984,1985,10,11,273,304,-2469
485811,2136521,1984,1985,10,11,273,304,-2852
497336,2141954,1984,1985,10,11,273,304,-6436
496897,2141745,1984,1985,10,11,273,304,-7810
496437,2142004,1984,1985,10,11,273,304,-4615
496509,2142463,1984,1985,10,11,273,304,-1364
492113,2140360,1984,1985,10,11,273,304,-1360
480042,2143331,1984,1985,10,11,273,304,-4983
487649,2141016,1984,1985,10,11,273,304,-1807
486789,2140914,1984,1985,10,11,273,304,-1948
487174,2140802,1984,1985,10,11,273,304,-1852
487191,2140016,1984,1985,10,11,273,304,-1896
496913,2138347,1984,1985,10,11,273,304,-4949
479826,2143897,1984,1985,10,11,273,304,-1554
477767,2140498,1984,1985,10,11,273,304,-3098
479819,2141143,1984,1985,10,11,273,304,-652
476811,2147687,1984,1985,10,11,273,304,-1969
479054,2141245,1984,1985,10,11,273,304,-2138
477978,2138211,1984,1985,10,11,273,304,-1206
479631,2143506,1984,1985,10,11,273,304,-1374
477108,2150026,1984,1985,10,11,273,304,-777
476723,2136300,1984,1985,10,11,273,304,-500
477689,2141301,1984,1985,10,11,273,304,-775
479760,2144819,1984,1985,10,11,273,304,-2806
478505,2144514,1984,1985,10,11,273,304,-2483
477626,2144350,1984,1985,10,11,273,304,-1458
475535,2138416,1984,1985,10,11,273,304,-1615
470953,2140338,1984,1985,10,11,273,304,-1860
472181,2142453,1984,1985,10,11,273,304,-1661
478498,2156819,1984,1985,11,12,304,334,-2935
478008,2153563,1984,1985,11,12,304,334,-2449
482692,2154553,1984,1985,11,12,304,334,-1823
479219,2153704,1984,1985,11,12,304,334,-701
480744,2154714,1984,1985,11,12,304,334,-1531
480901,2152320,1984,1985,11,12,304,334,-2707
482973,2152823,1984,1985,11,12,304,334,-3957
480463,2157220,1984,1985,11,12,304,334,-2240
